frame,time_s,nose_x,nose_y,nose_c,l_shoulder_x,l_shoulder_y,l_shoulder_c,r_shoulder_x,r_shoulder_y,r_shoulder_c,l_hip_x,l_hip_y,l_hip_c,r_hip_x,r_hip_y,r_hip_c,l_knee_x,l_knee_y,l_knee_c,r_knee_x,r_knee_y,r_knee_c,l_ankle_x,l_ankle_y,l_ankle_c,r_ankle_x,r_ankle_y,r_ankle_c
10,0.3326699834162521,909.306884765625,236.20989990234375,0.9750249981880188,939.8740234375,313.7057189941406,0.9744716882705688,806.9017333984375,311.3879699707031,0.993541955947876,911.0556030273438,529.6463623046875,0.9906703233718872,813.0845947265625,528.8778686523438,0.9952062964439392,937.5623168945312,703.3313598632812,0.9780333638191223,771.7158203125,699.9853515625,0.9886054396629333,955.423095703125,866.1817626953125,0.9246843457221985,738.598388671875,859.98779296875,0.949324369430542
11,0.3659369817578773,908.62744140625,233.32086181640625,0.9711779952049255,939.1670532226562,312.52142333984375,0.9765732288360596,809.0521240234375,309.67730712890625,0.9918896555900574,913.3099365234375,523.1944580078125,0.9912819862365723,817.261474609375,522.5006713867188,0.9947463274002075,938.3607788085938,696.144287109375,0.979706883430481,774.5638427734375,694.4551391601562,0.9876646399497986,955.9887084960938,862.2328491210938,0.9280456900596619,740.40283203125,857.6675415039062,0.9465833902359009
12,0.3992039800995025,919.4390258789062,237.69955444335938,0.9780972599983215,936.1295166015625,320.7026672363281,0.9828705191612244,808.6788940429688,316.5054931640625,0.9964613318443298,915.4758911132812,523.2296752929688,0.9955078363418579,819.1400756835938,522.6361083984375,0.997710108757019,935.983154296875,692.5810546875,0.9897847771644592,775.16455078125,695.8983764648438,0.9947294592857361,949.799072265625,860.7095947265625,0.9581857919692993,742.669189453125,865.7017822265625,0.9722985625267029
13,0.4324709784411277,921.8764038085938,242.24093627929688,0.9716991782188416,935.7581176757812,324.9986877441406,0.9806036353111267,809.3263549804688,319.19696044921875,0.9960011839866638,914.0145263671875,525.1849365234375,0.9957665205001831,818.1209106445312,524.287353515625,0.9978417158126831,937.40478515625,690.17138671875,0.9908453822135925,776.302734375,693.8280029296875,0.9952914714813232,950.4591064453125,858.4063720703125,0.9637073278427124,741.3125610351562,864.2810668945312,0.9760117530822754
14,0.4657379767827529,926.0328979492188,247.16610717773438,0.9662351608276367,934.3211059570312,324.5360412597656,0.9738034605979919,811.1891479492188,322.13214111328125,0.9954029321670532,916.3894653320312,525.6487426757812,0.9943945407867432,822.8262329101562,526.3389282226562,0.9973533153533936,936.0114135742188,693.662353515625,0.9881197214126587,777.4559936523438,698.6642456054688,0.994285523891449,950.6781616210938,861.0258178710938,0.955054521560669,742.6988525390625,866.7258911132812,0.9713642001152039
15,0.49900497512437814,939.7135620117188,241.53817749023438,0.9711996912956238,938.1098022460938,321.9049072265625,0.9698190689086914,813.6396484375,317.651611328125,0.9967278242111206,916.1644287109375,524.3558349609375,0.9935693740844727,821.6840209960938,524.1641235351562,0.9975945353507996,938.2926635742188,695.6796264648438,0.9858757853507996,780.1641235351562,698.3369750976562,0.9945669174194336,947.7324829101562,862.1574096679688,0.9465073943138123,742.4835205078125,865.345458984375,0.970225989818573
16,0.5322719734660033,908.8641357421875,247.89669799804688,0.9729730486869812,940.0995483398438,328.7820739746094,0.9840445518493652,812.464599609375,323.751220703125,0.9949355721473694,918.0480346679688,529.0526733398438,0.9952801465988159,821.8107299804688,527.3007202148438,0.9970435500144958,940.0772705078125,701.35986328125,0.9883663058280945,776.0355834960938,702.0173950195312,0.992730438709259,949.1885375976562,864.5665893554688,0.9500632286071777,742.0274047851562,868.7918701171875,0.9629237055778503
17,0.5655389718076286,915.57080078125,247.96600341796875,0.9743655323982239,939.7523803710938,329.4931640625,0.9776467680931091,809.3432006835938,324.2580871582031,0.9955021739006042,919.3394165039062,532.4061279296875,0.9931691884994507,821.2506103515625,531.35888671875,0.9965944886207581,943.3059692382812,700.8912963867188,0.9830268025398254,777.606689453125,705.3399658203125,0.9914928078651428,946.8186645507812,859.696533203125,0.9316975474357605,742.0208740234375,871.9833984375,0.9552793502807617
18,0.5988059701492537,925.525634765625,250.16024780273438,0.9710749983787537,938.6902465820312,325.872802734375,0.9729747772216797,810.2133178710938,325.27972412109375,0.9958349466323853,916.439453125,529.2696533203125,0.9938704967498779,818.8544921875,530.663330078125,0.9973082542419434,946.5040893554688,694.1309204101562,0.9861700534820557,778.404296875,702.7493286132812,0.9938761591911316,952.569580078125,857.08447265625,0.9472477436065674,735.3685913085938,871.686767578125,0.9679305553436279
19,0.6320729684908789,931.0447998046875,253.1999053955078,0.9681373238563538,938.1760864257812,325.45550537109375,0.9747955799102783,807.9891357421875,323.4730529785156,0.9964284300804138,913.7235717773438,532.5432739257812,0.9957679510116577,814.7698974609375,532.2537231445312,0.998202919960022,944.5858764648438,705.002685546875,0.9909331798553467,775.3988037109375,704.4174194335938,0.9961191415786743,949.5245361328125,869.7000732421875,0.9655309319496155,731.5089721679688,867.2199096679688,0.9796891808509827
20,0.6653399668325042,916.962890625,252.58087158203125,0.9755086898803711,937.9223022460938,328.41607666015625,0.9811262488365173,805.6411743164062,327.2794189453125,0.9969637989997864,912.66650390625,534.6959838867188,0.9963790774345398,812.68212890625,535.07763671875,0.9983787536621094,946.6755981445312,706.0111083984375,0.9916754961013794,776.1719970703125,707.5568237304688,0.9963091015815735,946.8422241210938,866.1681518554688,0.9671574234962463,730.2467651367188,868.1193237304688,0.9803557395935059
21,0.6986069651741293,918.4305419921875,253.3142547607422,0.9615834951400757,932.599365234375,322.6824645996094,0.9713743329048157,803.8740234375,325.6498107910156,0.9960441589355469,912.0474853515625,530.30126953125,0.9951446652412415,814.6554565429688,532.4080810546875,0.9979863166809082,945.8530883789062,703.4557495117188,0.9889326095581055,778.44873046875,706.2098388671875,0.9954110980033875,949.77783203125,868.0113525390625,0.9571331739425659,732.0623168945312,869.2699584960938,0.9752243757247925
22,0.7318739635157546,917.4255981445312,257.5461730957031,0.9682549238204956,931.9010620117188,325.39031982421875,0.9656227231025696,803.5497436523438,321.631103515625,0.9942991733551025,903.9003295898438,530.5552368164062,0.9911172389984131,808.1596069335938,530.91650390625,0.9962695837020874,944.2608032226562,700.5283813476562,0.9803741574287415,773.3961791992188,701.7247924804688,0.9916975498199463,960.1455688476562,868.0918579101562,0.9355615377426147,731.6806640625,868.5338745117188,0.961654782295227
23,0.7651409618573798,921.318115234375,251.0826416015625,0.9695795178413391,928.842041015625,326.3610534667969,0.9687190651893616,802.7124633789062,320.5161437988281,0.9949979782104492,901.6168823242188,533.1998291015625,0.9920129179954529,806.9381103515625,532.4232788085938,0.9966854453086853,941.704833984375,705.5189819335938,0.9820156097412109,773.7158203125,702.5326538085938,0.9924383759498596,957.9017944335938,873.1060180664062,0.9390425682067871,734.6644287109375,867.239013671875,0.9638772010803223
24,0.798407960199005,916.8125610351562,243.24339294433594,0.9670870900154114,925.6724853515625,318.5926208496094,0.9698166847229004,801.41845703125,316.36541748046875,0.9932982325553894,899.6561279296875,531.482177734375,0.9922695159912109,806.4977416992188,532.6547241210938,0.9962338805198669,935.2059326171875,701.8582763671875,0.9843419194221497,769.988525390625,703.1641845703125,0.9922634363174438,959.885986328125,868.09228515625,0.949619472026825,735.1055297851562,866.0744018554688,0.966999351978302
25,0.8316749585406302,916.8202514648438,253.10568237304688,0.9641130566596985,926.0235595703125,322.415771484375,0.9655343890190125,797.5230712890625,319.0082092285156,0.9917105436325073,900.7611694335938,533.7427978515625,0.9904364943504333,805.01513671875,534.97265625,0.9951421022415161,935.6239013671875,695.9063720703125,0.9808241128921509,767.6726684570312,699.1244506835938,0.9901053309440613,956.0490112304688,860.761474609375,0.9408458471298218,734.2208862304688,862.6847534179688,0.9599209427833557
26,0.8649419568822554,916.943359375,254.70968627929688,0.9696967601776123,923.646484375,323.3356018066406,0.9726750254631042,797.9672241210938,323.7215270996094,0.9932762384414673,900.7166748046875,535.6683349609375,0.9921824336051941,807.1843872070312,538.1915283203125,0.9959661960601807,935.1564331054688,701.7198486328125,0.9835844039916992,771.2362060546875,704.68701171875,0.9913896918296814,952.3397827148438,866.921630859375,0.946290910243988,735.6004028320312,864.9927978515625,0.963301420211792
27,0.8982089552238807,917.6386108398438,257.3323059082031,0.9682495594024658,924.5966186523438,323.9674987792969,0.9689297080039978,804.3814697265625,326.3150329589844,0.9930970072746277,899.7491455078125,529.5862426757812,0.9915304183959961,810.5030517578125,531.99560546875,0.9958776235580444,931.6102294921875,698.1775512695312,0.983700692653656,777.1591796875,700.54345703125,0.9919701218605042,945.261474609375,864.7603149414062,0.9497588276863098,736.4219360351562,862.4868774414062,0.9671030044555664
28,0.9314759535655058,918.095458984375,251.5312957763672,0.969027578830719,920.6713256835938,328.8675842285156,0.977015495300293,799.2070922851562,331.4416809082031,0.9971924424171448,897.4036254882812,537.1704711914062,0.9963914752006531,806.2744140625,539.69970703125,0.9985889792442322,933.1463012695312,705.3172607421875,0.9923519492149353,783.2246704101562,708.5819091796875,0.9970191717147827,934.9512329101562,866.2593383789062,0.9713214635848999,738.5582885742188,866.5335083007812,0.9840999841690063
29,0.964742951907131,909.679931640625,250.45394897460938,0.9761373400688171,921.3187866210938,332.9842529296875,0.9818146824836731,800.26416015625,333.32720947265625,0.9973891377449036,896.398681640625,538.0315551757812,0.9966637492179871,805.2579345703125,539.8175048828125,0.9985918402671814,929.1134643554688,705.1509399414062,0.9926840662956238,778.1405639648438,709.75244140625,0.9969406127929688,934.59228515625,868.226806640625,0.9715518355369568,736.0798950195312,873.3565063476562,0.9835508465766907
30,0.9980099502487563,914.921630859375,250.6431884765625,0.976179838180542,926.0388793945312,333.0841064453125,0.9788621664047241,800.7324829101562,332.1968994140625,0.9971119165420532,900.818115234375,541.0060424804688,0.9956056475639343,807.2911987304688,542.0182495117188,0.9981840252876282,930.9662475585938,711.3585205078125,0.9903149008750916,777.0765991210938,714.1503295898438,0.9960137605667114,934.4067993164062,871.301513671875,0.9634405970573425,738.7681274414062,874.7086181640625,0.9790090918540955
31,1.0312769485903814,911.8771362304688,248.64981079101562,0.9798915982246399,931.5994262695312,334.2063293457031,0.9822231531143188,802.7252197265625,332.8607482910156,0.9969935417175293,902.7067260742188,541.2155151367188,0.9956947565078735,806.7975463867188,541.304443359375,0.9980284571647644,933.4246826171875,713.6171264648438,0.9905318021774292,778.5360717773438,714.3859252929688,0.9957126379013062,936.0159301757812,873.40869140625,0.9639800190925598,742.9717407226562,875.3182983398438,0.9781340956687927
32,1.0645439469320066,926.1104736328125,269.8501281738281,0.9761423468589783,931.0447998046875,333.932373046875,0.9791998267173767,804.3048706054688,333.6610107421875,0.9967303276062012,902.7567138671875,537.8948364257812,0.9958395957946777,808.3973388671875,538.2200317382812,0.9981309771537781,931.5162963867188,711.066162109375,0.9919173121452332,778.7578735351562,709.9569091796875,0.9963772892951965,935.2578735351562,874.2383422851562,0.9712817668914795,747.3541259765625,871.1885986328125,0.9826189279556274
33,1.0978109452736318,926.115234375,271.2881774902344,0.9685947895050049,931.9414672851562,332.4898376464844,0.978704571723938,806.7991943359375,333.9119873046875,0.9963216781616211,907.6954345703125,538.1947631835938,0.9965564012527466,814.1968383789062,539.8892211914062,0.9983828067779541,934.81640625,709.424560546875,0.9934225678443909,781.3310546875,712.2075805664062,0.9969281554222107,937.8880615234375,870.0657348632812,0.9763591289520264,742.5657958984375,870.9710083007812,0.9853140115737915
34,1.1310779436152572,919.9896850585938,266.4390869140625,0.9693058133125305,937.5496215820312,341.3182067871094,0.9831154942512512,810.169189453125,335.3785095214844,0.9962943196296692,907.992919921875,544.7402954101562,0.9971145391464233,813.1556396484375,543.300537109375,0.9984861016273499,937.531494140625,712.4873657226562,0.994268536567688,782.7161865234375,713.3223266601562,0.9970505237579346,937.9407348632812,868.9898681640625,0.9786670207977295,744.1395263671875,872.4210205078125,0.9860348701477051
35,1.1643449419568823,923.626708984375,259.44970703125,0.9657217860221863,940.8380126953125,337.849365234375,0.9779726266860962,813.2867431640625,334.33203125,0.9960265159606934,912.163330078125,540.9943237304688,0.9961716532707214,816.8492431640625,540.21923828125,0.9981813430786133,939.609375,709.4805908203125,0.9924128651618958,784.6340942382812,709.812255859375,0.9964269995689392,941.6173095703125,871.0482788085938,0.9723528027534485,741.8040161132812,871.0851440429688,0.9828605651855469
36,1.1976119402985075,927.029296875,262.8218994140625,0.9636183381080627,940.8120727539062,338.4917907714844,0.976010262966156,811.2996826171875,337.650634765625,0.9952440857887268,911.7489624023438,547.853515625,0.9955671429634094,815.07373046875,548.8991088867188,0.9977745413780212,937.4727783203125,717.4208374023438,0.9908604621887207,778.2070922851562,722.3869018554688,0.9954273700714111,943.0715942382812,872.6531982421875,0.9666893482208252,738.6066284179688,878.0885009765625,0.9783064723014832
37,1.2308789386401326,918.189697265625,278.57733154296875,0.9655405879020691,940.6234130859375,341.37841796875,0.9811479449272156,814.134765625,338.08355712890625,0.9951279163360596,912.1417236328125,540.7415161132812,0.9963181018829346,817.5753173828125,540.1456298828125,0.9978992938995361,939.3499145507812,711.4052124023438,0.992362380027771,783.4273681640625,712.2689819335938,0.9957054257392883,948.011962890625,873.7178344726562,0.9706627130508423,749.2667236328125,875.4576416015625,0.9796841144561768
38,1.2641459369817578,911.1885375976562,276.8094177246094,0.9409909844398499,941.9248046875,341.29522705078125,0.9834888577461243,818.5595092773438,338.04742431640625,0.992988646030426,910.0797729492188,540.1976928710938,0.9971767663955688,817.6569213867188,539.75927734375,0.9979368448257446,940.1924438476562,707.5952758789062,0.9933207631111145,784.3921508789062,710.9480590820312,0.9952490329742432,949.937255859375,868.8693237304688,0.9704383611679077,747.044921875,874.9691162109375,0.9762665033340454
39,1.2974129353233832,931.6349487304688,266.79876708984375,0.9573586583137512,943.48828125,342.4532165527344,0.9812588095664978,818.968017578125,338.1089782714844,0.9953069090843201,914.7293701171875,541.4192504882812,0.9967113733291626,821.1024780273438,541.2909545898438,0.9981229901313782,942.6348876953125,708.97119140625,0.9925576448440552,785.8320922851562,711.25244140625,0.9957749247550964,951.6339721679688,869.4182739257812,0.9690986275672913,747.797607421875,871.5130004882812,0.9783138632774353
40,1.3306799336650084,940.111328125,268.524169921875,0.9733240604400635,943.3306274414062,345.9507751464844,0.9804812073707581,819.5462036132812,339.8044738769531,0.997015118598938,913.7798461914062,540.143310546875,0.9960416555404663,820.3137817382812,539.6874389648438,0.9982263445854187,942.3726196289062,707.7598266601562,0.991188645362854,786.3681030273438,709.9261474609375,0.9960306286811829,950.8851928710938,870.0703735351562,0.9650960564613342,748.2617797851562,871.67138671875,0.9788058400154114
41,1.3639469320066335,944.5045776367188,272.1004638671875,0.9612915515899658,941.8260498046875,347.0416259765625,0.9734272956848145,820.2612915039062,341.0131530761719,0.9965102076530457,915.1827392578125,541.8858642578125,0.9953848719596863,822.6566162109375,541.2257080078125,0.9980814456939697,945.2818603515625,707.8926391601562,0.9896822571754456,788.0707397460938,708.4368286132812,0.9956667423248291,953.5853271484375,874.345458984375,0.9591963887214661,747.402099609375,873.45947265625,0.9761991500854492
42,1.3972139303482587,940.559326171875,276.94500732421875,0.9674149751663208,946.3695068359375,343.88616943359375,0.9760836362838745,822.5568237304688,338.294677734375,0.9953840374946594,914.42431640625,537.5718994140625,0.9951096177101135,822.2322387695312,537.7652587890625,0.9977158308029175,947.864501953125,706.7510986328125,0.9893342852592468,785.6234130859375,710.6221313476562,0.9949610233306885,966.2781982421875,870.6220703125,0.9618607759475708,748.7379760742188,874.7041625976562,0.9757660627365112
43,1.4304809286898839,939.4515380859375,273.6073913574219,0.9730126857757568,944.60546875,346.95556640625,0.9801709651947021,819.7698364257812,342.1209411621094,0.9966373443603516,915.7699584960938,543.9189453125,0.9957482218742371,821.2160034179688,543.6566162109375,0.9979954957962036,946.122802734375,708.385986328125,0.9903802871704102,786.4413452148438,711.1441040039062,0.9954636693000793,954.8937377929688,873.4227905273438,0.9613689184188843,749.2686767578125,877.7539672851562,0.9757611751556396
44,1.4637479270315092,938.063232421875,273.3046569824219,0.9732259511947632,946.3866577148438,349.44671630859375,0.9797455668449402,818.9534912109375,343.12396240234375,0.9960125684738159,915.0239868164062,549.0171508789062,0.9946244359016418,818.9133911132812,548.2311401367188,0.9972646236419678,946.1530151367188,710.473388671875,0.9871860146522522,784.81494140625,711.2260131835938,0.9934513568878174,954.4189453125,877.2529907226562,0.9484426379203796,746.842529296875,877.2352294921875,0.9658560156822205
45,1.4970149253731344,933.8236083984375,281.6217041015625,0.974575936794281,945.3609619140625,352.979736328125,0.9815954566001892,819.5769653320312,343.5912780761719,0.9960829019546509,914.39453125,549.5365600585938,0.9952054023742676,819.5037231445312,547.2508544921875,0.9974761605262756,945.9022216796875,711.0488891601562,0.9891092777252197,787.6461181640625,709.04248046875,0.9942851662635803,954.60302734375,878.0530395507812,0.9568936228752136,752.675537109375,875.8604736328125,0.9712387919425964
46,1.5302819237147596,927.0569458007812,279.3657531738281,0.9753182530403137,953.6168212890625,349.35736083984375,0.983806848526001,824.11474609375,343.1313171386719,0.9943496584892273,915.7992553710938,544.2405395507812,0.9953240752220154,820.1647338867188,543.1925659179688,0.9970916509628296,947.588623046875,710.9871215820312,0.989596426486969,785.4429931640625,711.5835571289062,0.9935644268989563,967.0169677734375,874.1510620117188,0.9622723460197449,757.00927734375,874.5979614257812,0.9718940258026123
47,1.5635489220563847,926.575439453125,274.9793701171875,0.9728392362594604,953.6170043945312,347.86773681640625,0.9826245903968811,825.0437622070312,343.47833251953125,0.9942303895950317,916.0536499023438,544.8468627929688,0.9949819445610046,820.7238159179688,544.2689208984375,0.9969584941864014,951.0340576171875,710.6943359375,0.9878752827644348,785.477294921875,712.0075073242188,0.9926872253417969,967.7408447265625,875.0465698242188,0.954009473323822,752.2923583984375,877.1574096679688,0.9661706686019897
48,1.59681592039801,940.562255859375,266.0704650878906,0.9805436730384827,953.9130249023438,344.64239501953125,0.9793227910995483,821.9984130859375,345.0472412109375,0.9962136149406433,920.059814453125,537.7811889648438,0.9932190775871277,821.0859375,539.1987915039062,0.9967081546783447,951.8215942382812,708.9368286132812,0.9855754375457764,789.3971557617188,711.0271606445312,0.9928762912750244,966.17431640625,875.8262329101562,0.948270320892334,756.2232055664062,876.2172241210938,0.9666302800178528
49,1.6300829187396353,946.4786376953125,269.2715148925781,0.9678060412406921,948.1571044921875,348.5827331542969,0.980014443397522,822.5218505859375,343.8170166015625,0.9968113303184509,913.9404296875,546.4213256835938,0.9961515069007874,819.1261596679688,546.1497802734375,0.9982221722602844,944.942138671875,713.7830200195312,0.9910339713096619,789.620361328125,714.780029296875,0.995830237865448,957.9043579101562,879.0271606445312,0.9629085659980774,760.8248291015625,878.8705444335938,0.976998507976532
50,1.6633499170812605,937.4981689453125,268.04095458984375,0.9725854396820068,955.2520751953125,348.4488830566406,0.982559323310852,826.890380859375,344.0906982421875,0.9959610104560852,914.8786010742188,549.421875,0.9960498213768005,820.0732421875,549.165771484375,0.9979813694953918,950.5811157226562,717.5062866210938,0.9905896186828613,791.3754272460938,717.4210205078125,0.9951953291893005,968.9010009765625,879.8856811523438,0.964400589466095,759.7692260742188,877.2061767578125,0.9764606952667236
51,1.6966169154228856,935.9464111328125,266.3233337402344,0.9761101603507996,958.0009155273438,347.66839599609375,0.9843844175338745,828.9403076171875,345.99810791015625,0.9963801503181458,919.3943481445312,553.3504638671875,0.996748685836792,823.8272094726562,553.7944946289062,0.9983460903167725,952.7587280273438,717.9441528320312,0.9927310347557068,790.9002685546875,719.4886474609375,0.9963232278823853,967.4382934570312,881.1356201171875,0.9734183549880981,757.4078369140625,881.5938720703125,0.9826058149337769
52,1.7298839137645108,935.8504638671875,264.3782958984375,0.9746407270431519,956.28173828125,348.31805419921875,0.9823532104492188,826.3473510742188,347.5403137207031,0.9958089590072632,919.1884155273438,550.0925903320312,0.9956799745559692,822.0864868164062,550.9749755859375,0.9976220726966858,951.00390625,716.2635498046875,0.991448700428009,791.5048828125,719.0570068359375,0.9953025579452515,963.2340698242188,881.697509765625,0.9694905281066895,757.1712036132812,885.3184814453125,0.9791615009307861
53,1.763150912106136,939.6524658203125,261.69708251953125,0.9717598557472229,952.9956665039062,347.44000244140625,0.980953574180603,825.159912109375,347.71087646484375,0.99614417552948,918.2274780273438,548.3713989257812,0.9957711100578308,821.859375,550.2317504882812,0.9978406429290771,952.0742797851562,716.821533203125,0.9911585450172424,791.39453125,721.8108520507812,0.9954719543457031,965.5028686523438,885.2115478515625,0.9666289687156677,754.0387573242188,890.665283203125,0.9780740737915039
54,1.7964179104477613,941.2119750976562,268.01715087890625,0.9751498103141785,952.7278442382812,350.9000549316406,0.9812844395637512,826.301513671875,346.8717956542969,0.9964120984077454,918.9375,548.410400390625,0.9956436157226562,823.2918090820312,548.8912353515625,0.9978323578834534,949.7999877929688,716.8645629882812,0.9912461638450623,790.86279296875,720.9239501953125,0.9956104159355164,964.2460327148438,885.9924926757812,0.9676467180252075,756.2033081054688,891.5823364257812,0.9790884852409363
55,1.8296849087893865,942.6559448242188,270.3033142089844,0.9754955172538757,952.95263671875,351.164794921875,0.9817326664924622,828.9320068359375,345.9890441894531,0.9961360096931458,914.650146484375,547.5325927734375,0.9954001307487488,820.8556518554688,547.3629150390625,0.9975857734680176,947.3024291992188,718.7833251953125,0.9906291365623474,791.411865234375,721.3695068359375,0.9950457811355591,965.1106567382812,886.0104370117188,0.9653927087783813,759.3722534179688,890.0381469726562,0.9768536686897278
56,1.8629519071310117,937.8981323242188,274.5752868652344,0.9748851656913757,955.5927124023438,349.8876647949219,0.9860040545463562,831.594970703125,344.96942138671875,0.9959374666213989,914.8207397460938,548.9635620117188,0.9968088269233704,822.4188232421875,548.8623046875,0.9981628060340881,947.9690551757812,714.7789306640625,0.9925546050071716,789.159912109375,717.7567749023438,0.9957131147384644,969.4412841796875,884.024658203125,0.9704997539520264,759.3011474609375,887.0267944335938,0.9789736866950989
57,1.8962189054726368,939.0540161132812,281.3654479980469,0.9753692746162415,955.4879760742188,348.9267883300781,0.986111044883728,830.1720581054688,347.1794128417969,0.9964672327041626,916.482421875,550.0465087890625,0.9972735047340393,823.3756713867188,551.275634765625,0.9985313415527344,949.9052124023438,715.4119262695312,0.9939082860946655,791.4038696289062,720.4000854492188,0.9967273473739624,968.999267578125,885.9391479492188,0.9762845635414124,759.8578491210938,890.3104248046875,0.9838309288024902
58,1.929485903814262,943.2976684570312,278.49261474609375,0.9753720164299011,954.6510009765625,350.99542236328125,0.9815903306007385,825.337158203125,350.1117858886719,0.9965237975120544,918.9397583007812,553.7701416015625,0.995789110660553,821.9609985351562,555.7221069335938,0.9979124665260315,950.7572021484375,718.957275390625,0.99146968126297,792.3182373046875,725.0987548828125,0.9957495927810669,964.70947265625,887.81396484375,0.9685492515563965,758.7655029296875,894.4557495117188,0.9797098636627197
